episodio,pasos,recompensa
773,82119,274.1396
774,82250,229.63522
775,82370,222.75153
776,82556,303.3111
777,82737,319.4975
778,82968,377.23444
779,83109,249.80885
780,83443,193.38828
781,83614,288.8252
782,83818,336.8766
783,84030,332.81683
784,84249,329.76437
785,84406,267.92328
786,84576,259.20578
787,84737,291.99307
788,84894,260.9841
789,85281,469.76834
790,85469,305.68024
791,85637,262.72455
792,85806,292.16815
793,85930,234.81703
794,86167,375.56357
795,86346,68.45692
796,86769,574.2058
797,86970,73.10582
798,87223,400.7202
799,87448,363.99863
800,87728,416.42563
801,88010,394.1359
802,88208,334.53003
803,88356,262.85245
804,88604,116.08824
805,88825,82.56902
806,89037,347.70108
807,89187,256.9139
808,89469,402.64267
809,89644,313.6826
810,89812,282.65466
811,89982,309.03238
812,90152,305.73465
813,90302,267.7762
814,90438,249.89474
815,90591,262.53317
816,90732,256.64453
817,90928,336.1961
818,91099,297.3175
819,91503,572.21936
820,91683,334.93338
821,91896,331.19232
822,92179,412.7159
823,92370,336.27744
824,92545,299.32288
825,92740,320.13098
826,92927,318.47577
827,93100,290.49686
828,93264,280.41028
829,93401,255.18777
830,93770,504.0809
831,93928,279.9822
832,94238,200.41087
833,94399,282.73172
834,94584,304.35217
835,94780,312.33072
836,95050,406.2155
837,95224,290.89243
838,95548,445.83118
839,95704,270.88406
840,95902,327.65106
841,96130,359.28967
842,96349,352.67517
843,96525,327.03217
844,96669,245.67854
845,96909,364.78198
846,97033,225.82396
847,97179,257.1087
848,97310,16.13798
849,97495,322.8581
850,97628,250.8119
851,97802,269.68784
852,98002,357.5878
853,98197,84.056915
854,98331,250.32802
855,98647,451.69406
856,98843,320.6361
857,99017,303.507
858,99189,293.90152
859,99393,326.57297
860,99520,240.54327
861,99701,301.7426
862,99902,348.59692
863,100049,289.66232
864,100209,283.60178
865,100380,297.3508
866,100530,261.1471
867,100703,294.6512
868,100816,215.3001
869,100964,255.9073
870,101173,331.71722
871,101393,329.54782
872,101487,182.55586
873,101656,297.66998
874,101829,311.1461
875,102037,309.62936
876,102171,247.041
877,102349,304.4677
878,102491,253.37154
879,102799,418.1209
880,102986,287.50586
881,103184,341.46054
882,103360,308.84225
883,103521,275.99106
884,103689,288.98184
885,103862,290.2176
886,104103,373.92044
887,104260,275.86142
888,104382,220.72833
889,104555,322.53384
890,104764,346.5939
891,105047,422.73276
892,105225,306.79947
893,105452,117.91667
894,105649,338.00537
895,105835,328.82144
896,106178,459.55423
897,106321,252.93623
898,106476,278.70807
899,106679,341.0862
900,106814,260.41394
901,107096,162.1044
902,107304,86.62098
903,107650,469.50128
904,107803,273.44565
905,108092,430.18173
906,108312,312.56256
907,108578,418.5148
908,108818,396.54782
909,108991,305.70187
910,109132,248.22173
911,109282,239.5577
912,109559,160.8948
913,109702,276.49805
914,109889,336.33112
915,110042,284.50043
916,110231,323.2374
917,110366,258.10965
918,110541,288.6669
919,110738,352.48282
920,110916,303.2411
921,111043,237.74156
922,111163,238.0389
923,111421,363.64194
924,111632,354.05304
925,111824,313.9831
926,112007,321.67987
927,112210,341.66168
928,112349,268.3192
929,112699,507.047
930,112864,301.5325
931,113064,335.25336
932,113224,288.42734
933,113379,248.70953
934,113742,482.19525
935,113920,306.6769
936,114121,361.68024
937,114287,279.09738
938,114487,325.13412
939,114726,356.93872
940,114882,274.85135
941,115060,331.5421
942,115231,289.56998
943,115376,272.17883
944,115640,410.37247
945,115856,373.8262
946,116001,260.04648
947,116174,289.47073
948,116362,320.5311
949,116549,296.29614
950,116683,271.82877
951,116871,325.50037
952,117040,334.2122
953,117177,274.6597
954,117359,337.6689
955,117529,294.5157
956,117665,245.52916
957,117804,268.07278
958,117962,278.35812
959,118115,289.5296
960,118333,337.57144
961,118469,254.42358
962,118708,366.4289
963,118885,330.90213
964,119232,547.4811
965,119371,238.07051
966,119556,359.40097
967,119739,334.66656
968,119902,314.43878
969,120105,361.57928
970,120322,101.596535
971,120493,318.38354
972,120608,216.69186
973,120765,315.12988
974,120976,394.47348
975,121214,431.95102
976,121386,328.48532
977,121666,161.00856
978,121930,434.0443
979,122182,125.93678
980,122366,345.5618
981,122494,243.86588
982,122641,250.89738
983,122784,248.33032
984,122983,364.09244
985,123132,315.4953
986,123336,355.1404
987,123506,332.35016
988,123631,262.45157
989,123914,466.71194
990,124083,300.6432
991,124355,141.3839
992,124548,361.90372
993,124699,287.2434
994,124873,322.05777
995,125036,297.9586
996,125235,373.7559
997,125405,344.46677
998,125584,321.18912
999,125829,385.0912
1000,125985,278.63324
1001,126145,317.80923
1002,126295,312.30298
1003,126525,418.93997
1004,126689,318.43744
1005,126864,318.7524
1006,127148,464.3645
1007,127330,319.51096
1008,127551,400.73178
1009,127735,334.73077
1010,127877,279.51004
1011,128091,402.0043
1012,128254,300.16046
1013,128373,236.94153
1014,128564,332.90396
1015,128719,309.88617
1016,128847,267.53653
1017,129064,393.46774
1018,129235,299.05774
1019,129416,380.74628
1020,129650,124.93474
1021,129851,383.98682
1022,130080,392.98486
1023,130235,292.75656
1024,130386,311.6488
1025,130595,398.06802
1026,130821,418.13763
1027,131039,393.5425
1028,131220,346.61795
1029,131534,507.42352
1030,131755,410.78174
1031,131947,81.82413
1032,132219,159.71416
1033,132396,344.29102
1034,132643,123.022964
1035,132803,363.7819
1036,133053,117.42429
1037,133283,362.40662
1038,133454,341.94556
1039,133649,364.29898
1040,133860,351.3524
1041,134016,272.19846
1042,134213,377.64908
1043,134395,367.12335
1044,134573,351.67688
1045,134767,341.66666
1046,134999,431.46802
1047,135169,331.31586
1048,135377,403.11276
1049,135559,355.369
1050,135723,301.90384
1051,135905,327.60822
1052,136133,435.3035
1053,136303,350.5557
1054,136497,365.13968
1055,136696,367.9764
1056,136912,377.5422
1057,137081,341.66486
1058,137282,368.3827
1059,137501,383.7582
1060,137737,415.21262
1061,137891,325.04678
1062,138077,342.44434
1063,138250,343.66183
1064,138677,639.6542
1065,138852,307.743
1066,139031,329.59555
1067,139207,332.3397
1068,139394,360.63962
1069,139605,395.0625
1070,139844,425.63782
1071,140015,352.19763
1072,140228,396.11615
1073,140410,343.28293
1074,140741,518.0732
1075,140905,339.1701
1076,141177,441.4619
1077,141380,387.6969
1078,141534,306.1
1079,141710,354.32336
1080,141911,370.01187
1081,142100,376.4515
1082,142263,318.72202
1083,142467,73.677864
1084,142683,388.08115
1085,142891,400.408
1086,143125,407.82394
1087,143320,368.38022
1088,143473,298.62027
1089,143692,385.52396
1090,143877,360.97797
1091,144065,328.35397
1092,144263,374.92374
1093,144405,311.31686
1094,144602,385.00098
1095,144805,388.3401
1096,144994,344.6715
1097,145200,360.17834
1098,145381,345.46475
1099,145614,420.43372
1100,145857,394.1039
1101,146038,354.20322
1102,146201,330.62436
1103,146475,467.68796
1104,146689,381.29016
1105,147005,504.312
1106,147191,378.02368
1107,147432,415.62296
1108,147728,460.0611
1109,147909,354.68726
1110,148123,441.52225
1111,148325,413.49976
1112,148498,372.63077
1113,148645,311.88428
1114,148805,334.66452
1115,148953,314.00217
1116,149151,384.95764
1117,149296,307.9348
1118,149482,360.47693
1119,149690,411.4813
1120,149893,378.61237
1121,150083,333.23672
1122,150300,429.0337
1123,150529,423.15015
1124,150703,50.69187
1125,150881,309.72687
1126,151064,355.97095
1127,151225,330.21634
1128,151448,368.57712
1129,151620,351.11697
1130,151803,353.0605
1131,151979,351.98035
1132,152185,416.51953
1133,152360,385.03488
1134,152562,374.0147
1135,152741,350.04385
1136,152925,322.43658
1137,153141,409.7232
1138,153366,417.15427
1139,153554,376.28214
1140,153800,465.1145
1141,154001,396.0859
1142,154256,442.9227
1143,154427,342.09073
1144,154615,382.87503
1145,154799,337.20044
1146,155008,377.99783
1147,155218,410.03183
1148,155404,333.7991
1149,155595,387.82745
1150,155768,351.1207
1151,155973,388.10437
1152,156155,343.843
1153,156352,411.91006
1154,156516,328.7622
1155,156692,342.4959
1156,156865,337.074
1157,157033,368.84683
1158,157225,360.35736
1159,157436,394.21478
1160,157618,344.6013
1161,157895,461.8904
1162,158073,359.29822
1163,158261,375.79132
1164,158569,544.9802
1165,158782,395.0414
1166,158986,405.10306
1167,159169,397.10425
1168,159372,382.83246
1169,159617,494.3457
1170,159814,434.67212
1171,160018,383.25238
1172,160239,458.10303
1173,160421,357.9145
1174,160578,314.22784
1175,160796,434.84116
1176,161001,384.76233
1177,161204,412.42078
1178,161439,442.80634
1179,161657,428.5862
1180,161907,127.58677
1181,162088,364.41907
1182,162314,412.33115
1183,162491,375.9122
1184,162692,405.31952
1185,162972,495.28778
1186,163138,345.58023
1187,163301,321.5841
1188,163492,390.50723
1189,163690,360.65005
1190,163891,395.39963
1191,164087,380.81302
1192,164288,420.6075
1193,164491,386.34283
1194,164663,340.36737
1195,164967,468.61932
1196,165096,274.70425
1197,165303,421.2393
1198,165492,394.26477
1199,165681,382.08838
1200,165871,365.07245
1201,166102,419.28546
1202,166343,456.86053
1203,166518,344.1783
1204,166709,380.42545
1205,167020,200.18849
1206,167203,387.62527
1207,167383,358.45587
1208,167579,389.32352
1209,167770,353.6036
1210,167955,381.46933
1211,168155,395.19925
1212,168336,354.50125
1213,168525,361.0762
1214,168722,363.77997
1215,168888,323.16095
1216,169050,354.34592
1217,169283,464.67712
1218,169461,353.25665
1219,169659,371.31122
1220,169822,338.7539
1221,169997,325.78488
1222,170188,370.5529
1223,170351,332.73856
1224,170531,401.53632
1225,170750,412.38254
1226,170931,381.86786
1227,171102,336.29828
1228,171274,355.15186
1229,171526,451.6868
1230,171704,373.52814
1231,171926,394.2896
1232,172108,389.528
1233,172313,443.19394
1234,172497,392.7928
1235,172678,342.3848
1236,172904,413.45096
1237,173145,104.395454
1238,173379,461.2797
1239,173575,365.28796
1240,173765,435.89438
1241,173958,423.85635
1242,174181,419.18365
1243,174432,447.2379
1244,174671,460.97623
1245,174869,374.17303
1246,175057,362.48483
1247,175230,332.48056
1248,175415,368.69232
1249,175574,350.46075
1250,175741,324.45538
1251,175936,378.6691
1252,176140,394.81955
1253,176309,358.24295
1254,176622,513.77997
1255,176792,369.35907
1256,176972,388.59167
1257,177167,398.4701
1258,177369,388.70557
1259,177548,383.25943
1260,177730,374.59534
1261,177919,359.156
1262,178114,383.20645
1263,178311,418.338
1264,178482,362.35217
1265,178643,360.99628
1266,178857,422.20212
1267,179024,356.5071
1268,179209,402.85306
1269,179427,441.59763
1270,179611,390.1419
1271,179791,393.78265
1272,180011,431.76743
1273,180203,381.07428
1274,180398,398.41217
1275,180584,382.1148
1276,180808,453.0253
1277,180981,361.88623
1278,181153,395.52188
1279,181322,374.7484
1280,181510,384.50525
1281,181759,470.4736
1282,181953,380.55112
1283,182153,378.24396
1284,182390,469.06808
1285,182597,372.8928
1286,182784,366.21576
1287,182993,386.45667
1288,183202,417.44775
1289,183368,341.4948
1290,183580,413.998
1291,183754,376.88467
1292,183939,380.10065
1293,184180,431.50262
1294,184370,395.8096
1295,184540,347.64462
1296,184774,442.73523
1297,184970,372.82117
1298,185128,331.3251
1299,185308,71.239876
1300,185508,403.36304
1301,185687,346.09576
1302,185888,383.6477
1303,186059,350.53894
1304,186247,394.79782
1305,186457,381.24417
1306,186676,442.63208
1307,186861,390.84442
1308,187059,374.33456
1309,187256,398.82104
1310,187424,352.76828
1311,187613,392.35855
1312,187808,401.33417
1313,188102,483.6907
1314,188273,369.37424
1315,188438,340.06653
1316,188617,386.40125
1317,188789,361.80933
1318,188942,335.1039
1319,189102,332.18774
1320,189256,340.0423
1321,189459,402.03442
1322,189640,379.07193
1323,189832,367.7478
1324,190052,452.07468
1325,190288,416.2133
1326,190479,385.04117
1327,190689,397.17056
1328,190865,370.21756
1329,191045,396.5418
1330,191231,398.1099
1331,191409,368.9271
1332,191566,339.60593
1333,191767,397.33685
1334,191940,358.6531
